UNIQUE_ID,YEAR,COUNTRY,REGION,CONTINENT,HAPPINESS_SCORE,HAPPINESS_RANK,HAPPINESS_RANK_DECILE,HAPPINESS_RANK_QUARTILE,ECONOMY_GDP_PER_CAPITA_SCORE,ECONOMY_GDP_PER_CAPITA_RANK,ECONOMY_GDP_PER_CAPITA_RANK_DECILE,ECONOMY_GDP_PER_CAPITA_RANK_QUARTILE,ECONOMY_GDP_PER_CAPITA_PCT,FAMILY_SCORE,FAMILY_RANK,FAMILY_RANK_DECILE,FAMILY_RANK_QUARTILE,FAMILY_PCT,HEALTH_LIFE_EXPECTANCY_SCORE,HEALTH_LIFE_EXPECTANCY_RANK,HEALTH_LIFE_EXPECTANCY_RANK_DECILE,HEALTH_LIFE_EXPECTANCY_RANK_QUARTILE,HEALTH_LIFE_EXPECTANCY_PCT,FREEDOM_SCORE,FREEDOM_RANK,FREEDOM_RANK_DECILE,FREEDOM_RANK_QUARTILE,FREEDOM_PCT,GENEROSITY_SCORE,GENEROSITY_RANK,GENEROSITY_RANK_DECILE,GENEROSITY_RANK_QUARTILE,GENEROSITY_PCT,TRUST_GOVERNMENT_CORRUPTION_SCORE,TRUST_GOVERNMENT_CORRUPTION_RANK,TRUST_GOVERNMENT_CORRUPTION_RANK_DECILE,TRUST_GOVERNMENT_CORRUPTION_RANK_QUARTILE,TRUST_GOVERNMENT_CORRUPTION_PCT
Lesotho_2015,2015,Lesotho,Africa,Africa,4.898,97,6,3,0.37545,130,9,4,0.17881297978413013,1.04103,76,5,2,0.4958042148615343,0.07612,153,10,4,0.036253146753691366,0.31767,121,8,4,0.1512944981062703,0.16388,114,8,3,0.07805000201551206,0.12504,67,5,2,0.05955193747484158
Botswana_2015,2015,Botswana,Africa,Africa,4.332,128,8,4,0.99355,68,5,2,0.3461617790697863,1.10464,61,4,2,0.38486653824203343,0.04776,156,10,4,0.016640014128481755,0.49495,55,4,2,0.17244504140213748,0.10461,142,9,4,0.03644706842829456,0.12474,68,5,2,0.043460539682501444
Zambia_2015,2015,Zambia,Africa,Africa,5.129,85,6,3,0.47038,122,8,4,0.18855171834440973,0.91612,106,7,3,0.3672264888401439,0.29924,137,9,4,0.11995028255758022,0.48827,60,4,2,0.19572292326557833,0.19591,90,6,3,0.07853048124958964,0.12468,69,5,2,0.049977948409576076
Mali_2015,2015,Mali,Africa,Africa,3.995,138,9,4,0.26074,142,9,4,0.11840678375693424,1.03526,77,5,2,0.47013038603041385,0.20583,146,10,4,0.09347114498621477,0.38857,100,7,3,0.1764567121334803,0.18798,95,6,3,0.08536513669845462,0.12352,70,5,2,0.05609268033256929
Philippines_2015,2015,Philippines,"Asia & Pacific",Asia,5.073,90,6,3,0.70532,104,7,3,0.2124841870997619,1.03516,78,5,2,0.3118515274386253,0.58114,107,7,3,0.17507380550541216,0.62545,16,1,1,0.1884226137087812,0.24991,57,4,2,0.07528770275751841,0.12279,71,5,2,0.03699162591898875
Guinea_2015,2015,Guinea,Africa,Africa,3.656,150,10,4,0.17417,150,10,4,0.10465186678711656,0.46475,147,10,4,0.27924989141172774,0.24009,142,9,4,0.14426058513607057,0.37725,103,7,3,0.22667459805148515,0.28657,44,3,2,0.1721885880315668,0.12139,72,5,2,0.07293845057715097
"El Salvador_2015",2015,"El Salvador","South/Latin America","North America",6.13,42,3,2,0.76454,97,7,3,0.2470242357298008,1.02507,81,6,3,0.33120192004373034,0.67737,84,6,3,0.21885945251853597,0.4035,95,6,3,0.13037156283415674,0.10692,140,9,4,0.03454604053377721,0.11776,73,5,2,0.038048465759125134
"Congo (Brazzaville)_2015",2015,"Congo (Brazzaville)",Africa,Africa,3.989,139,9,4,0.67866,106,7,3,0.2940913696951313,0.6629,139,9,4,0.2872619094603505,0.31051,135,9,4,0.1345567991316446,0.41466,88,6,3,0.17968929028309372,0.12388,126,8,4,0.05368231496563793,0.11686,74,5,2,0.0506402607669853
Gabon_2015,2015,Gabon,Africa,Africa,3.896,143,9,4,1.06024,56,4,2,0.36597230474784687,0.90528,110,7,3,0.31248339657585134,0.43372,120,8,4,0.1497109152515145,0.31914,120,8,4,0.11016033476124153,0.06822,150,10,4,0.023548091766610914,0.11091,75,5,2,0.03828377214654005
Venezuela_2015,2015,Venezuela,"South/Latin America","South America",6.81,23,2,1,1.04424,58,4,2,0.28856851342802287,1.25596,28,2,1,0.347075870776734,0.72052,73,5,2,0.19911073254865663,0.42908,82,6,3,0.11857329802055437,0.05841,152,10,4,0.01614120022215215,0.11069,76,5,2,0.030588416595038335
Libya_2015,2015,Libya,"Arab States",Africa,5.754,63,4,2,1.13145,45,3,2,0.3088574985411804,1.11862,59,4,2,0.3053552250213828,0.7038,77,5,2,0.1921197609240957,0.41668,86,6,3,0.11374319548339289,0.18295,99,7,3,0.049940764536032876,0.11023,77,5,2,0.030090026060252406
Togo_2015,2015,Togo,Africa,Africa,2.839,158,10,4,0.20868,147,10,4,0.16409015246161276,0.13995,156,10,4,0.11004608774847846,0.28443,139,9,4,0.2236542109356018,0.36453,107,7,3,0.28663878517393115,0.16681,113,8,3,0.13116675671682979,0.10731,78,5,2,0.08438045550259614
Senegal_2015,2015,Senegal,Africa,Africa,3.904,142,9,4,0.36498,131,9,4,0.14836284389788043,0.97619,94,6,3,0.3968171281854219,0.4354,119,8,4,0.17698827726451252,0.36772,105,7,3,0.1494766406632554,0.20843,85,6,3,0.08472592354430122,0.10713,79,5,2,0.043547894993287345
"Costa Rica_2015",2015,"Costa Rica","South/Latin America","North America",7.226,12,1,1,0.95578,74,5,2,0.2360696854623856,1.23788,32,2,1,0.3057460203013127,0.86027,33,3,1,0.21247951160205403,0.63376,12,1,1,0.15653342136606752,0.25497,54,4,2,0.06297546421230273,0.10583,80,5,3,0.02613912592375189
Malaysia_2015,2015,Malaysia,"Asia & Pacific",Asia,5.77,61,4,2,1.12486,47,3,2,0.289569823247516,1.07023,71,5,2,0.27550655255369105,0.72394,71,5,2,0.18636201228473204,0.53024,49,4,2,0.1364983164859174,0.33075,35,3,1,0.08514411714639737,0.10501,81,6,3,0.02703245440269797
Pakistan_2015,2015,Pakistan,"Asia & Pacific",Asia,5.194,81,6,3,0.59543,113,8,3,0.28531660774300954,0.41411,150,10,4,0.19843215584269588,0.51466,115,8,3,0.24661344153991016,0.12102,151,10,4,0.05799004747899438,0.33671,29,2,1,0.16134382553723042,0.10464,82,6,3,0.05014112302519303
Vietnam_2015,2015,Vietnam,"Asia & Pacific",Asia,5.36,75,5,2,0.63216,111,7,3,0.20016020916836552,0.91226,108,7,3,0.2888479962436055,0.74676,57,4,2,0.2364458967089651,0.59444,29,2,1,0.1882169544291824,0.1686,111,7,3,0.053383651983940204,0.10441,83,6,3,0.03305923691065239
Burundi_2015,2015,Burundi,Africa,Africa,2.905,157,10,4,0.0153,156,10,4,0.014272654427284313,0.41587,149,10,4,0.38794568091792864,0.22396,145,10,4,0.208921805809782,0.1185,152,10,4,0.1105431088071954,0.19727,89,6,3,0.18402396129184356,0.10062,84,6,3,0.09386369297697394
Afghanistan_2015,2015,Afghanistan,"Asia & Pacific",Asia,3.575,153,10,4,0.31982,136,9,4,0.19706696963215167,0.30285,155,10,4,0.18661039269357022,0.30335,136,9,4,0.1869184791806475,0.23414,140,9,4,0.14427259379256688,0.3651,23,2,1,0.22496764697067814,0.09719,85,6,3,0.05988662244657508
Guatemala_2015,2015,Guatemala,"South/Latin America","North America",6.123,43,3,2,0.74553,100,7,3,0.22054163037967828,1.04356,75,5,2,0.3087044480160151,0.64425,91,6,3,0.19058111443159978,0.57733,32,2,1,0.17078494010284206,0.27489,49,4,2,0.08131757173257004,0.09472,86,6,3,0.028019935679990657
Panama_2015,2015,Panama,"South/Latin America","North America",6.786,25,2,1,1.06353,53,4,2,0.2701014916299605,1.1985,45,3,2,0.3043794321034226,0.79661,43,3,2,0.20231263345696726,0.5421,43,3,2,0.137675501683151,0.24434,60,4,2,0.062054291951846655,0.0927,87,6,3,0.02354273809419288
"Sri Lanka_2015",2015,"Sri Lanka","Asia & Pacific",Asia,4.271,132,9,4,0.83524,88,6,3,0.23201627428442453,1.01905,83,6,3,0.2830757422673588,0.70806,76,5,2,0.19668771607371363,0.53726,45,3,2,0.14924220776939323,0.40828,16,1,1,0.11341362997149808,0.09179,88,6,3,0.025497788916514785
"South Africa_2015",2015,"South Africa",Africa,Africa,4.642,113,7,3,0.92049,77,5,2,0.31497309526883416,1.18468,47,3,2,0.4053735630601498,0.27688,140,9,4,0.09474274231033353,0.33207,116,8,3,0.11362764455773468,0.11973,130,9,4,0.04096918881567582,0.08884,89,6,3,0.03039925374884689
Bolivia_2015,2015,Bolivia,"South/Latin America","South America",5.89,51,4,2,0.68133,105,7,3,0.22217332255057023,0.97841,93,6,3,0.31904744208437175,0.5392,112,7,3,0.17582647593345743,0.57414,34,3,1,0.1872199806507349,0.20536,87,6,3,0.06696536304284142,0.088,90,6,3,0.02869571508004973
"Sierra Leone_2015",2015,"Sierra Leone",Africa,Africa,4.507,123,8,4,0.33024,135,9,4,0.16537552263126656,0.95571,98,7,3,0.4785944596280144,0,157,10,4,0,0.4084,90,6,3,0.20451599142131946,0.21488,80,5,3,0.10760626164163796,0.08786,91,6,3,0.04399798158876562
Morocco_2015,2015,Morocco,"Arab States",Africa,5.013,92,6,3,0.73479,102,7,3,0.2871092359895647,0.64095,140,9,4,0.2504425277119559,0.60954,101,7,3,0.2381694812432157,0.41691,85,6,3,0.16290192443775853,0.07172,149,10,4,0.02802361583219338,0.08546,92,6,3,0.03339233566969458
India_2015,2015,India,"Asia & Pacific",Asia,4.565,117,8,3,0.64499,109,7,3,0.28167102074244843,0.38174,153,10,4,0.16670815368063696,0.51529,114,8,3,0.22503024912199196,0.39786,97,7,3,0.17374784877490146,0.26475,51,4,2,0.11561791764221668,0.08492,93,6,3,0.03708507281185697
Argentina_2015,2015,Argentina,"South/Latin America","South America",6.574,30,2,1,1.05351,57,4,2,0.2818378743420527,1.24823,29,2,1,0.3339299113144097,0.78723,48,3,2,0.21060193485164344,0.44974,74,5,2,0.12031567755908354,0.11451,134,9,4,0.030634029513899076,0.08484,94,6,3,0.022696629636310243
Kazakhstan_2015,2015,Kazakhstan,"Asia & Pacific",Asia,5.855,54,4,2,1.12254,48,3,2,0.3111502750525994,1.12241,58,4,2,0.3111142582660012,0.64368,92,6,3,0.17841787574578705,0.51649,51,4,2,0.14316282766271607,0.11827,132,9,4,0.032782567964502386,0.08454,95,6,3,0.02343314711112659
"Central African Republic_2015",2015,"Central African Republic",Africa,Africa,3.678,148,10,4,0.0785,152,10,4,0.08213875603218763,0,157,10,4,0,0.06699,155,10,4,0.0700952271126128,0.48879,59,4,2,0.5114471549927952,0.23835,63,4,2,0.24939837160870312,0.08289,96,6,3,0.08673224165622219
Paraguay_2015,2015,Paraguay,"South/Latin America","South America",5.878,53,4,2,0.75985,98,7,3,0.20597501937897572,1.30477,12,1,1,0.3536882485400008,0.66098,88,6,3,0.1791739961225245,0.53899,44,3,2,0.146105779155034,0.3424,27,2,1,0.09281548629951333,0.08242,97,7,3,0.02234185736285392
Taiwan_2015,2015,Taiwan,"Asia & Pacific",Asia,6.298,38,3,1,1.29098,23,2,1,0.3247936450181457,1.07617,69,5,2,0.2707502606410874,0.8753,28,2,1,0.2202140067119766,0.3974,98,7,3,0.0999806299929466,0.25376,55,4,2,0.06384269298912214,0.08129,98,7,3,0.020451498489058473
Madagascar_2015,2015,Madagascar,Africa,Africa,3.681,147,10,4,0.20824,148,10,4,0.11379234836627582,0.66801,138,9,4,0.36503277636539744,0.46721,117,8,3,0.25530600209638976,0.19184,147,10,4,0.10483059480939315,0.21333,81,6,3,0.11657376810719039,0.08124,99,7,3,0.044393440675107594
Zimbabwe_2015,2015,Zimbabwe,Africa,Africa,4.61,115,8,3,0.271,140,9,4,0.12499480405457492,1.03276,79,5,2,0.4763455271817225,0.33475,133,9,4,0.15439856299393784,0.25861,133,9,4,0.11928010258610726,0.18987,94,6,3,0.08757477350351549,0.08079,100,7,3,0.03726321059502208
Benin_2015,2015,Benin,Africa,Africa,3.34,155,10,4,0.28665,137,9,4,0.16795374926206627,0.35386,154,10,4,0.20733337435681376,0.3191,134,9,4,0.18696682280734153,0.4845,62,4,2,0.28387786299424095,0.1826,100,7,3,0.1069888556991393,0.0801,101,7,3,0.046932130493223305
"South Korea_2015",2015,"South Korea","Asia & Pacific",Asia,5.984,47,3,2,1.24461,30,2,1,0.3306421711187866,0.95774,97,7,3,0.2544325114749646,0.96538,4,1,1,0.2564621494014169,0.33208,115,8,3,0.0882201320928861,0.18557,96,6,3,0.0492983911361108,0.07857,102,7,3,0.020872849053766705
Yemen_2015,2015,Yemen,"Arab States",Asia,4.077,136,9,4,0.54649,118,8,3,0.2537246847626286,0.68093,136,9,4,0.31614256431214305,0.40064,124,8,4,0.1860093650798219,0.35571,109,7,3,0.1651492347896045,0.09131,143,10,4,0.042393458020634524,0.07854,103,7,3,0.036464593259276694
Israel_2015,2015,Israel,Europe,Asia,7.278,11,1,1,1.22857,32,2,1,0.2932526012601506,1.22393,38,3,1,0.2921450639169381,0.91387,14,1,1,0.21813551638334638,0.41319,89,6,3,0.09862608232659158,0.33172,32,2,1,0.07917965807619315,0.07785,104,7,3,0.018582347790229246
"Congo (Kinshasa)_2015",2015,"Congo (Kinshasa)",Africa,Africa,4.517,120,8,4,0,157,10,4,0,1.0012,89,6,3,0.6068319253814144,0.09806,151,10,4,0.05943461755388182,0.22605,143,10,4,0.13700995282003914,0.24834,58,4,2,0.15052001965578815,0.07625,105,7,3,0.046215478636938576
Mauritius_2015,2015,Mauritius,Africa,Africa,5.477,71,5,2,1.00761,66,5,2,0.2711872841035188,0.98521,92,6,3,0.26515857749545096,0.7095,75,5,2,0.19095422739531398,0.56066,35,3,1,0.15089555430913223,0.37744,21,2,1,0.10158388040102548,0.07521,106,7,3,0.020241954452175023
Uganda_2015,2015,Uganda,Africa,Africa,3.931,141,9,4,0.21102,146,10,4,0.08429537830784659,1.13299,55,4,2,0.4525913379618161,0.33861,132,9,4,0.13526328531608647,0.45727,72,5,2,0.1826639590832903,0.29066,43,3,2,0.11610887582383955,0.07267,107,7,3,0.029029216023704903
Cambodia_2015,2015,Cambodia,"Asia & Pacific",Asia,3.819,145,10,4,0.46038,124,8,4,0.16227418783485398,0.62736,141,9,4,0.22113109805219783,0.61114,100,7,3,0.21541390115900522,0.66246,3,1,1,0.23350311918821628,0.40359,17,2,1,0.14225691854966158,0.07247,108,7,3,0.025544139633677614
Angola_2015,2015,Angola,Africa,Africa,4.033,137,9,4,0.75778,99,7,3,0.3636861206229085,0.8604,117,8,3,0.4129371842243312,0.16683,147,10,4,0.08006777092450322,0.10384,153,10,4,0.049836583615140054,0.12344,127,8,4,0.059243332999400926,0.07122,109,7,3,0.03418106323468825
Malawi_2015,2015,Malawi,Africa,Africa,4.292,131,9,4,0.01604,155,10,4,0.010807970411619856,0.41134,151,10,4,0.2771665056956742,0.22562,144,10,4,0.15202583680818618,0.43054,81,6,3,0.29010372588407135,0.33128,33,3,1,0.22322098136399302,0.06977,110,7,3,0.04701197896485049
Honduras_2015,2015,Honduras,"South/Latin America","North America",4.788,105,7,3,0.59532,114,8,3,0.20222015507994365,0.95348,99,7,3,0.32388107060620863,0.6951,81,6,3,0.2361137454307265,0.40148,96,6,3,0.13637597856312628,0.23027,67,5,2,0.07821883329489161,0.06825,111,7,3,0.023183373643147678
Albania_2015,2015,Albania,Europe,Europe,4.959,95,6,3,0.87867,86,6,3,0.28714140768210855,0.80434,122,8,4,0.26285104449243457,0.81325,39,3,1,0.26576275207545724,0.35733,108,7,3,0.1167722128607544,0.14272,120,8,4,0.04663960584573725,0.06413,112,7,3,0.020957104685319958
Spain_2015,2015,Spain,Europe,Europe,6.329,36,3,1,1.23011,31,2,1,0.29251214053494096,1.31379,10,1,1,0.3124106780013099,0.95562,5,1,1,0.22724019629409237,0.45951,71,5,2,0.10926847834319967,0.18227,102,7,3,0.043342617558068654,0.06398,113,8,3,0.01521402596897502
Tunisia_2015,2015,Tunisia,"Arab States",Africa,4.739,107,7,3,0.88113,85,6,3,0.337037278201051,0.60429,142,9,4,0.23114439904075898,0.73793,60,4,2,0.2822624632751792,0.26268,130,9,4,0.10047660646240116,0.06431,151,10,4,0.024598944118082656,0.06358,114,8,3,0.02431971475839865
Latvia_2015,2015,Latvia,Europe,Europe,5.098,89,6,3,1.11312,50,4,2,0.3202439478441668,1.09562,63,4,2,0.3152092302424374,0.72437,70,5,2,0.20840081729791782,0.29671,127,8,4,0.08536329397290801,0.18226,103,7,3,0.052436095097721534,0.06332,115,8,3,0.01821712718670681
Egypt_2015,2015,Egypt,"Arab States",Africa,4.194,135,9,4,0.8818,84,6,3,0.33984270820990975,0.747,132,9,4,0.28789124187253695,0.61712,98,7,3,0.237835951945797,0.17288,149,10,4,0.06662735949285706,0.11291,135,9,4,0.04351512950991702,0.06324,116,8,3,0.02437247977607086
Liberia_2015,2015,Liberia,Africa,Africa,4.571,116,8,3,0.0712,153,10,4,0.03969426413579562,0.78968,126,8,4,0.44024954259164617,0.34201,131,9,4,0.19067184364974982,0.28531,129,9,4,0.15906138742437725,0.24362,61,4,2,0.13581905337571684,0.06232,117,8,3,0.03474363283583875
Cyprus_2015,2015,Cyprus,Europe,Europe,5.689,67,5,2,1.20813,34,3,1,0.3179548756669637,0.89318,112,7,3,0.23506654036562777,0.92356,12,1,1,0.24306193198611878,0.40672,92,6,3,0.10704031086545442,0.30638,40,3,1,0.08063289200442328,0.06146,118,8,3,0.016175003084791917
Peru_2015,2015,Peru,"South/Latin America","South America",5.824,58,4,2,0.90019,81,6,3,0.2787397574870599,0.97459,95,6,3,0.3017773831080778,0.73017,65,5,2,0.22609383895940674,0.41496,87,6,3,0.12849048473943828,0.14982,118,8,3,0.046391084820468845,0.05989,119,8,4,0.01854466687802831
Nepal_2015,2015,Nepal,"Asia & Pacific",Asia,4.514,121,8,4,0.35997,133,9,4,0.14074358347523916,0.86449,116,8,3,0.3380043211463273,0.56874,110,7,3,0.22236993738742403,0.38282,101,7,3,0.14967763856880614,0.32296,37,3,1,0.12627314995533664,0.05907,120,8,4,0.02309560017720848
Iran_2015,2015,Iran,"Asia & Pacific",Asia,4.686,110,7,3,1.0088,65,5,2,0.3372108763217932,0.54447,145,10,4,0.18199960797532325,0.69805,78,5,2,0.2333366898636517,0.30033,126,8,4,0.10039110219542983,0.38086,20,2,1,0.1273098045738258,0.05863,121,8,4,0.019598209125041805
Kenya_2015,2015,Kenya,Africa,Africa,4.419,125,8,4,0.36471,132,9,4,0.13849132593975794,0.99876,91,6,3,0.37925911936640566,0.41435,122,8,4,0.15734112260564617,0.42215,84,6,3,0.1603030100836174,0.37542,22,2,1,0.14255823451208435,0.05839,122,8,4,0.022172433741172472
Cameroon_2015,2015,Cameroon,Africa,Africa,4.252,133,9,4,0.4225,127,8,4,0.18359270305167397,0.88767,113,8,3,0.385727161241937,0.23402,143,10,4,0.10169079750762226,0.49309,56,4,2,0.2142668013425596,0.20618,86,6,3,0.08959323877841043,0.05786,123,8,4,0.025142421556852354
Tanzania_2015,2015,Tanzania,Africa,Africa,3.781,146,10,4,0.2852,138,9,4,0.11882294101344862,1.00268,87,6,3,0.41774677393240034,0.38215,126,8,4,0.15921523937615287,0.32878,117,8,3,0.1369796845402053,0.34377,26,2,1,0.1432249724600957,0.05747,124,8,4,0.023943739750139314
Macedonia_2015,2015,Macedonia,Europe,Europe,5.007,93,6,3,0.91851,79,5,2,0.2810902090320592,1.00232,88,6,3,0.30673846407756944,0.73545,62,4,2,0.2250686416451201,0.33457,114,8,3,0.10238793979191427,0.22359,72,5,2,0.06842490435114812,0.05327,125,8,4,0.016302136486024948
Chad_2015,2015,Chad,Africa,Africa,3.667,149,10,4,0.34193,134,9,4,0.19833066271081715,0.76062,131,9,4,0.44118465007216007,0.1501,150,10,4,0.08706293938389865,0.23501,139,9,4,0.1363135390120628,0.18386,98,7,3,0.10664485777362046,0.05269,126,8,4,0.030561934979065564
Colombia_2015,2015,Colombia,"South/Latin America","South America",6.477,33,3,1,0.91861,78,5,2,0.25378557789146633,1.24018,31,2,1,0.3426261524467077,0.69077,82,6,3,0.19083992180125847,0.53466,46,3,2,0.14771121136253007,0.18401,97,7,3,0.05083668273192362,0.0512,127,8,4,0.014145090504570267
Kosovo_2015,2015,Kosovo,Europe,Europe,5.589,69,5,2,0.80148,93,6,3,0.2838895892564073,0.81198,121,8,4,0.2876087645702764,0.63132,95,6,3,0.2236177776922023,0.24749,135,9,4,0.08766261904629198,0.2831,45,3,2,0.10027592171940451,0.04741,128,9,4,0.01679293998506258
Lebanon_2015,2015,Lebanon,"Arab States",Asia,4.839,103,7,3,1.02564,61,4,2,0.31380394327517125,0.80001,123,8,4,0.24477038533031492,0.83947,36,3,1,0.256843534320453,0.33916,113,8,3,0.10376910300651279,0.21854,76,5,2,0.06686431144558794,0.04582,129,9,4,0.014019048597657575
Ghana_2015,2015,Ghana,Africa,Africa,4.633,114,8,3,0.54558,119,8,4,0.23477825719610557,0.67954,137,9,4,0.29242494817511244,0.40132,123,8,4,0.17269915966990074,0.42342,83,6,3,0.1822094048640754,0.23087,66,5,2,0.09934977784936848,0.04355,130,9,4,0.018740775785606813
Kyrgyzstan_2015,2015,Kyrgyzstan,"Asia & Pacific",Asia,5.286,77,5,2,0.47428,121,8,4,0.155333590443016,1.15115,51,4,2,0.37701834549684937,0.65088,90,6,3,0.21317264941220712,0.43477,79,5,2,0.14239348760278694,0.3003,41,3,2,0.09835261356625524,0.04232,131,9,4,0.01386041423446451
Poland_2015,2015,Poland,Europe,Europe,5.791,60,4,2,1.12555,46,3,2,0.2867387825172821,1.27948,21,2,1,0.3259531087330834,0.77903,49,4,2,0.19846129859247483,0.53122,48,3,2,0.13533061807377933,0.16759,112,7,3,0.04269428570101008,0.04212,132,9,4,0.010730253427599383
Nigeria_2015,2015,Nigeria,Africa,Africa,5.268,78,5,2,0.65435,108,7,3,0.275537799844107,0.90432,111,7,3,0.3807967451205119,0.16007,148,10,4,0.06740328166481874,0.34334,111,7,3,0.1445757672471226,0.27233,50,4,2,0.11467442069192894,0.0403,133,9,4,0.016969777264615373
Armenia_2015,2015,Armenia,Europe,Europe,4.35,127,8,4,0.76821,96,6,3,0.2964608234926138,0.77711,127,8,4,0.299895427859047,0.7299,66,5,2,0.2816765696068578,0.19847,146,10,4,0.07659179008174348,0.07855,146,10,4,0.030313324352087237,0.039,134,9,4,0.015050536243325769
Slovenia_2015,2015,Slovenia,Europe,Europe,5.848,55,4,2,1.18498,37,3,1,0.2799934798068932,1.27385,22,2,1,0.3009921464741608,0.87337,31,2,1,0.20636457659193214,0.60855,22,2,1,0.14379148215132345,0.25328,56,4,2,0.05984636900619954,0.03787,135,9,4,0.008948128290799036
Slovakia_2015,2015,Slovakia,Europe,Europe,5.995,45,3,2,1.16891,39,3,1,0.31182494171365943,1.26999,23,2,1,0.33878958906134393,0.78902,46,3,2,0.21048336528161093,0.31751,122,8,4,0.0847007363633305,0.16893,110,7,3,0.04506470504093766,0.03431,136,9,4,0.009152725985541134
Thailand_2015,2015,Thailand,"Asia & Pacific",Asia,6.455,34,3,1,0.9669,72,5,2,0.23380203016830517,1.26504,24,2,1,0.30589402455494297,0.7385,59,4,2,0.1785735863658622,0.55664,37,3,1,0.13459878999782887,0.5763,2,1,1,0.13935269115427326,0.03187,137,9,4,0.007706351003824913
Swaziland_2015,2015,Swaziland,Africa,Africa,4.867,101,7,3,0.71206,103,7,3,0.2991546710651457,1.07284,70,5,2,0.4507276091203332,0.07566,154,10,4,0.031786706946325474,0.30658,124,8,4,0.12880212964434842,0.18259,101,7,3,0.07671074235752748,0.0306,138,9,4,0.012855845451137087
Russia_2015,2015,Russia,Europe,Europe,5.716,64,4,2,1.13764,44,3,2,0.3305113802366495,1.23617,33,3,1,0.35913669596952175,0.66926,86,6,3,0.19443589775913991,0.36679,106,7,3,0.10656118640890941,0.00199,156,10,4,0.000578142165583077,0.03005,139,9,4,0.00873023719239379
Ukraine_2015,2015,Ukraine,Europe,Europe,4.681,111,7,3,0.79907,94,6,3,0.2569687267696489,1.20278,43,3,2,0.38679570884919223,0.6739,85,6,3,0.21671596598180495,0.25123,134,9,4,0.08079173732769791,0.15275,117,8,3,0.04912207074988105,0.02961,140,9,4,0.009522124638641112
Italy_2015,2015,Italy,Europe,Europe,5.948,50,4,2,1.25114,28,2,1,0.31893893815534313,1.19777,46,3,2,0.305333929275469,0.95446,6,1,1,0.24330967534625916,0.26236,131,9,4,0.06688046262986372,0.22823,70,5,2,0.05818008680098987,0.02901,141,9,4,0.007395190397647333
China_2015,2015,China,"Asia & Pacific",Asia,5.14,84,6,3,0.89012,83,6,3,0.2714111645413201,0.94675,100,7,3,0.2886785012313859,0.81658,37,3,1,0.24898768788567366,0.51697,50,4,2,0.15763202640022758,0.08185,145,10,4,0.02495731250652914,0.02781,142,9,4,0.008479692855417331
Hungary_2015,2015,Hungary,Europe,Europe,4.8,104,7,3,1.12094,49,4,2,0.31493622032499385,1.20215,44,3,2,0.33775276407842,0.75905,54,4,2,0.213260609931146,0.32112,119,8,4,0.090220992972592,0.128,125,8,4,0.03596253072831014,0.02758,143,10,4,0.00774880130409915
Mongolia_2015,2015,Mongolia,"Asia & Pacific",Asia,4.874,100,7,3,0.82819,91,6,3,0.23485357758006375,1.3006,14,1,1,0.3688170161578426,0.60268,103,7,3,0.17090469058003213,0.43626,78,5,2,0.12371221782189999,0.3323,31,2,1,0.09423181015596414,0.02666,144,10,4,0.007560096565028508
"Czech Republic_2015",2015,"Czech Republic",Europe,Europe,6.505,31,2,1,1.17898,38,3,1,0.3080544807220522,1.20643,42,3,2,0.3152268542245852,0.84483,35,3,1,0.2207447635260043,0.46364,69,5,2,0.12114402420778457,0.10686,141,9,4,0.027921339682390568,0.02652,145,10,4,0.006929383972241584
Serbia_2015,2015,Serbia,Europe,Europe,5.123,87,6,3,0.92053,76,5,2,0.29713686457563265,1.00964,86,6,3,0.3259005688337822,0.74836,55,4,2,0.24156228735302587,0.20107,145,10,4,0.06490316092391893,0.19231,92,6,3,0.0620755333595917,0.02617,146,10,4,0.008447385414785985
Croatia_2015,2015,Croatia,Europe,Europe,5.759,62,4,2,1.08254,52,4,2,0.36026306134522273,0.79624,124,8,4,0.26498405655155605,0.78805,47,3,2,0.26225847984527223,0.25883,132,9,4,0.0861371303189261,0.05444,154,10,4,0.018117316791575792,0.0243,147,10,4,0.008086899326771346
Jamaica_2015,2015,Jamaica,"South/Latin America","North America",5.709,65,5,2,0.81038,92,6,3,0.2391474845075633,1.15102,52,4,2,0.3396721978613377,0.68741,83,6,3,0.20285838157060523,0.50442,53,4,2,0.14885704560145102,0.2123,82,6,3,0.06265087083194756,0.02299,148,10,4,0.00678447231188449
Moldova_2015,2015,Moldova,Europe,Europe,5.889,52,4,2,0.59448,115,8,3,0.21369721161633692,1.01528,84,6,3,0.36496184023894307,0.61826,96,6,3,0.2222454051876706,0.32818,118,8,3,0.1179705799169527,0.20951,84,6,3,0.07531238081770304,0.01615,149,10,4,0.005805426597631995
Greece_2015,2015,Greece,Europe,Europe,4.857,102,7,3,1.15406,41,3,2,0.3776386894096589,0.92933,103,7,3,0.3041011369350652,0.88213,27,2,1,0.2886560711257408,0.07699,156,10,4,0.025193146703081794,0,157,10,4,0,0.01397,150,10,4,0.004571350158614025
